file,atom,Count
linux/drivers/net/ethernet/aquantia/atlantic/aq_pci_func.c,post-increment,1
linux/drivers/tty/serial/arc_uart.c,repurposed-variable,1
linux/drivers/tty/serial/atmel_serial.c,assignment-as-value,1
linux/drivers/net/ethernet/apple/macmace.c,pre-increment,1
linux/drivers/tty/serial/atmel_serial.c,repurposed-variable,1
linux/drivers/tty/serial/bcm63xx_uart.c,assignment-as-value,1
linux/drivers/net/ethernet/apple/mace.c,assignment-as-value,1
linux/drivers/tty/serial/bcm63xx_uart.c,post-increment,1
linux/drivers/tty/serial/bcm63xx_uart.c,pre-increment,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_xgmac.c,post-increment,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_xgmac.c,logic-as-control-flow,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_xgmac.c,conditional,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_sgmac.c,pre-increment,1
linux/drivers/tty/serial/bfin_uart.c,conditional,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_sgmac.c,post-increment,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_ring2.c,conditional,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_main.c,repurposed-variable,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_main.c,comma-operator,1
linux/drivers/net/ethernet/aquantia/atlantic/hw_atl/hw_atl_a0.c,comma-operator,1
linux/drivers/tty/serial/apbuart.c,implicit-predicate,1
linux/drivers/net/ethernet/broadcom/bcm63xx_enet.c,assignment-as-value,1
linux/drivers/net/ethernet/aquantia/atlantic/hw_atl/hw_atl_a0.c,repurposed-variable,1
linux/drivers/net/ethernet/broadcom/b44.c,repurposed-variable,1
linux/drivers/net/ethernet/broadcom/b44.c,logic-as-control-flow,1
linux/drivers/net/ethernet/aurora/nb8800.c,pre-increment,1
linux/drivers/net/ethernet/aurora/nb8800.c,logic-as-control-flow,1
linux/drivers/tty/serial/8250/8250_pxa.c,implicit-predicate,1
linux/drivers/net/ethernet/atheros/atlx/atl2.c,assignment-as-value,1
linux/drivers/net/ethernet/atheros/atlx/atl1.c,post-increment,1
linux/drivers/tty/serial/8250/serial_cs.c,assignment-as-value,1
linux/drivers/tty/serial/8250/serial_cs.c,conditional,1
linux/drivers/net/ethernet/atheros/atl1e/atl1e_hw.c,conditional,1
linux/drivers/tty/serial/altera_jtaguart.c,assignment-as-value,1
linux/drivers/net/ethernet/atheros/atl1e/atl1e_hw.c,assignment-as-value,1
linux/drivers/net/ethernet/atheros/atl1c/atl1c_main.c,comma-operator,1
linux/drivers/net/ethernet/atheros/alx/main.c,conditional,1
linux/drivers/tty/serial/altera_jtaguart.c,post-increment,1
linux/drivers/tty/serial/altera_uart.c,assignment-as-value,1
linux/drivers/net/ethernet/atheros/alx/main.c,assignment-as-value,1
linux/drivers/net/ethernet/atheros/alx/ethtool.c,implicit-predicate,1
linux/drivers/net/ethernet/arc/emac_rockchip.c,operator-precedence,1
linux/drivers/net/ethernet/arc/emac_arc.c,operator-precedence,1
linux/drivers/tty/serial/amba-pl010.c,logic-as-control-flow,1
linux/drivers/net/ethernet/arc/emac_arc.c,implicit-predicate,1
linux/drivers/net/ethernet/aquantia/atlantic/hw_atl/hw_atl_utils.c,preprocessor-in-statement,1
linux/drivers/tty/serial/amba-pl010.c,pre-increment,1
linux/drivers/tty/serial/amba-pl011.c,logic-as-control-flow,1
linux/drivers/net/ethernet/aquantia/atlantic/hw_atl/hw_atl_utils.c,assignment-as-value,1
linux/drivers/net/ethernet/aquantia/atlantic/hw_atl/hw_atl_b0.c,repurposed-variable,1
linux/drivers/net/ethernet/aquantia/atlantic/hw_atl/hw_atl_b0.c,comma-operator,1
linux/drivers/tty/serial/amba-pl011.c,repurposed-variable,1
linux/drivers/tty/serial/21285.c,post-increment,1
linux/drivers/tty/serial/21285.c,logic-as-control-flow,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_hw.c,conditional,1
linux/drivers/tty/hvc/hvsi_lib.c,comma-operator,1
linux/drivers/tty/hvc/hvc_vio.c,implicit-predicate,1
linux/drivers/net/ethernet/chelsio/cxgb4/clip_tbl.c,conditional,1
linux/drivers/net/ethernet/chelsio/cxgb3/xgmac.c,pre-increment,1
linux/drivers/net/ethernet/chelsio/cxgb3/xgmac.c,post-increment,1
linux/drivers/net/ethernet/chelsio/cxgb3/t3_hw.c,preprocessor-in-statement,1
linux/drivers/tty/hvc/hvc_xen.c,repurposed-variable,1
linux/drivers/net/ethernet/chelsio/cxgb3/sge.c,logic-as-control-flow,1
linux/drivers/net/ethernet/chelsio/cxgb3/sge.c,comma-operator,1
linux/drivers/net/ethernet/chelsio/cxgb3/mc5.c,preprocessor-in-statement,1
linux/drivers/tty/hvc/hvcs.c,pre-increment,1
linux/drivers/net/ethernet/chelsio/cxgb3/l2t.c,conditional,1
linux/drivers/net/ethernet/chelsio/cxgb3/l2t.c,comma-operator,1
linux/drivers/net/ethernet/chelsio/cxgb3/cxgb3_offload.c,comma-operator,1
linux/drivers/tty/hvc/hvsi_lib.c,assignment-as-value,1
linux/drivers/tty/hvc/hvsi_lib.c,repurposed-variable,1
linux/drivers/net/ethernet/brocade/bna/bfa_msgq.c,implicit-predicate,1
linux/drivers/net/ethernet/chelsio/cxgb3/aq100x.c,pre-increment,1
linux/drivers/net/ethernet/chelsio/cxgb3/aq100x.c,logic-as-control-flow,1
linux/drivers/net/ethernet/chelsio/cxgb3/aq100x.c,assignment-as-value,1
linux/drivers/tty/ipwireless/main.c,implicit-predicate,1
linux/drivers/net/ethernet/chelsio/cxgb3/ael1002.c,logic-as-control-flow,1
linux/drivers/net/ethernet/chelsio/cxgb3/adapter.h,conditional,1
linux/drivers/tty/ipwireless/network.c,implicit-predicate,1
linux/drivers/net/ethernet/chelsio/cxgb/vsc7326.c,pre-increment,1
linux/drivers/net/ethernet/chelsio/cxgb/vsc7326.c,conditional,1
linux/drivers/tty/ipwireless/network.c,repurposed-variable,1
linux/drivers/net/ethernet/chelsio/cxgb/vsc7326.c,assignment-as-value,1
linux/drivers/net/ethernet/chelsio/cxgb/tp.c,implicit-predicate,1
linux/drivers/net/ethernet/chelsio/cxgb/subr.c,repurposed-variable,1
linux/drivers/tty/ipwireless/tty.c,repurposed-variable,1
linux/drivers/tty/hvc/hvc_vio.c,conditional,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4.h,conditional,1
linux/drivers/tty/hvc/hvc_udbg.c,assignment-as-value,1
linux/drivers/tty/hvc/hvc_tile.c,conditional,1
linux/drivers/net/ethernet/cirrus/mac89x0.c,assignment-as-value,1
linux/drivers/net/ethernet/cirrus/cs89x0.c,conditional,1
linux/drivers/net/ethernet/cirrus/cs89x0.c,assignment-as-value,1
linux/drivers/net/ethernet/chelsio/libcxgb/libcxgb_ppm.h,omitted-curly-braces,1
linux/drivers/net/ethernet/chelsio/libcxgb/libcxgb_ppm.c,implicit-predicate,1
linux/drivers/tty/cyclades.c,type-conversion,1
linux/drivers/tty/ehv_bytechan.c,conditional,1
linux/drivers/net/ethernet/chelsio/libcxgb/libcxgb_ppm.c,conditional,1
linux/drivers/net/ethernet/chelsio/libcxgb/libcxgb_cm.h,omitted-curly-braces,1
linux/drivers/net/ethernet/chelsio/cxgb4/sge.c,preprocessor-in-statement,1
linux/drivers/net/ethernet/chelsio/cxgb4/sched.h,operator-precedence,1
linux/drivers/tty/goldfish.c,repurposed-variable,1
linux/drivers/net/ethernet/chelsio/cxgb4/sched.h,omitted-curly-braces,1
linux/drivers/tty/hvc/hvc_console.c,assignment-as-value,1
linux/drivers/tty/hvc/hvc_console.c,conditional,1
linux/drivers/net/ethernet/chelsio/cxgb4/sched.h,conditional,1
linux/drivers/tty/hvc/hvc_console.c,logic-as-control-flow,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_uld.c,repurposed-variable,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_tc_u32.h,operator-precedence,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_tc_u32.h,conditional,1
linux/drivers/tty/hvc/hvc_iucv.c,assignment-as-value,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_main.c,post-increment,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_main.c,assignment-as-value,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_filter.c,comma-operator,1
linux/drivers/tty/hvc/hvc_iucv.c,pre-increment,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_ethtool.c,repurposed-variable,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_debugfs.h,operator-precedence,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_debugfs.h,conditional,1
linux/drivers/net/ethernet/chelsio/cxgb4/cxgb4_debugfs.c,repurposed-variable,1
linux/drivers/net/ethernet/chelsio/cxgb/pm3393.c,repurposed-variable,1
linux/drivers/net/ethernet/chelsio/cxgb/pm3393.c,conditional,1
linux/drivers/net/ethernet/chelsio/cxgb/my3126.c,implicit-predicate,1
linux/drivers/net/ethernet/cavium/liquidio/octeon_droq.h,implicit-predicate,1
linux/drivers/net/ethernet/cavium/liquidio/octeon_device.h,omitted-curly-braces,1
linux/drivers/net/ethernet/cavium/liquidio/octeon_device.h,conditional,1
linux/drivers/tty/n_tracesink.c,omitted-curly-braces,1
linux/drivers/net/ethernet/cavium/liquidio/octeon_device.c,conditional,1
linux/drivers/net/ethernet/cavium/liquidio/octeon_console.c,preprocessor-in-statement,1
linux/drivers/net/ethernet/cavium/liquidio/octeon_console.c,pre-increment,1
linux/drivers/net/ethernet/cavium/liquidio/liquidio_common.h,omitted-curly-braces,1
linux/drivers/net/ethernet/cavium/liquidio/lio_vf_main.c,pre-increment,1
linux/drivers/tty/n_tty.c,pre-increment,1
linux/drivers/net/ethernet/cavium/liquidio/lio_main.c,pre-increment,1
linux/drivers/net/ethernet/cavium/liquidio/lio_core.c,preprocessor-in-statement,1
linux/drivers/net/ethernet/cavium/liquidio/lio_core.c,conditional,1
linux/drivers/net/ethernet/cavium/liquidio/cn68xx_device.c,implicit-predicate,1
linux/drivers/net/ethernet/cavium/liquidio/cn68xx_device.c,conditional,1
linux/drivers/tty/pty.c,repurposed-variable,1
linux/drivers/net/ethernet/cavium/liquidio/cn23xx_vf_device.c,post-increment,1
linux/drivers/tty/rocket.c,comma-operator,1
linux/drivers/net/ethernet/cavium/liquidio/cn23xx_vf_device.c,logic-as-control-flow,1
linux/drivers/net/ethernet/cavium/liquidio/cn23xx_vf_device.c,implicit-predicate,1
linux/drivers/net/ethernet/cavium/liquidio/cn23xx_pf_device.c,pre-increment,1
linux/drivers/net/ethernet/cadence/macb_ptp.c,conditional,1
linux/drivers/tty/serdev/core.c,assignment-as-value,1
linux/drivers/net/ethernet/cadence/macb_main.c,pre-increment,1
linux/drivers/tty/serdev/core.c,logic-as-control-flow,1
linux/drivers/net/ethernet/brocade/bna/bnad_ethtool.c,conditional,1
linux/drivers/tty/serdev/serdev-ttyport.c,implicit-predicate,1
linux/drivers/net/ethernet/brocade/bna/bna_enet.c,conditional,1
linux/drivers/net/ethernet/brocade/bna/bna.h,omitted-curly-braces,1
linux/drivers/net/ethernet/brocade/bna/bfa_msgq.c,repurposed-variable,1
linux/drivers/tty/n_r3964.c,conditional,1
linux/drivers/tty/n_hdlc.c,repurposed-variable,1
linux/drivers/net/ethernet/chelsio/cxgb/mv88x201x.c,preprocessor-in-statement,1
linux/drivers/net/ethernet/cavium/liquidio/octeon_main.h,repurposed-variable,1
linux/drivers/net/ethernet/chelsio/cxgb/mv88e1xxx.c,pre-increment,1
linux/drivers/tty/isicom.c,logic-as-control-flow,1
linux/drivers/net/ethernet/chelsio/cxgb/mv88e1xxx.c,logic-as-control-flow,1
linux/drivers/net/ethernet/chelsio/cxgb/espi.c,pre-increment,1
linux/drivers/tty/isicom.c,pre-increment,1
linux/drivers/tty/isicom.c,repurposed-variable,1
linux/drivers/net/ethernet/chelsio/cxgb/espi.c,logic-as-control-flow,1
linux/drivers/net/ethernet/chelsio/cxgb/espi.c,comma-operator,1
linux/drivers/tty/metag_da.c,repurposed-variable,1
linux/drivers/tty/mips_ejtag_fdc.c,comma-operator,1
linux/drivers/net/ethernet/chelsio/cxgb/cxgb2.c,pre-increment,1
linux/drivers/net/ethernet/chelsio/cxgb/cxgb2.c,logic-as-control-flow,1
linux/drivers/net/ethernet/cavium/thunder/thunder_bgx.c,repurposed-variable,1
linux/drivers/net/ethernet/cavium/thunder/thunder_bgx.c,pre-increment,1
linux/drivers/net/ethernet/cavium/thunder/thunder_bgx.c,literal-encoding,1
linux/drivers/tty/moxa.c,logic-as-control-flow,1
linux/drivers/net/ethernet/cavium/thunder/nicvf_queues.h,omitted-curly-braces,1
linux/drivers/net/ethernet/cavium/thunder/nicvf_main.c,repurposed-variable,1
linux/drivers/net/ethernet/cavium/thunder/nicvf_main.c,post-increment,1
linux/drivers/net/ethernet/cavium/thunder/nicvf_ethtool.c,implicit-predicate,1
linux/drivers/net/ethernet/cavium/thunder/nic_main.c,preprocessor-in-statement,1
linux/drivers/net/ethernet/cavium/thunder/nic_main.c,post-increment,1
linux/drivers/net/ethernet/cavium/octeon/octeon_mgmt.c,preprocessor-in-statement,1
linux/drivers/tty/n_gsm.c,assignment-as-value,1
linux/drivers/net/ethernet/cavium/liquidio/response_manager.c,implicit-predicate,1
linux/drivers/net/ethernet/cavium/liquidio/request_manager.c,post-increment,1
linux/drivers/net/ethernet/cavium/liquidio/request_manager.c,conditional,1
linux/drivers/net/ethernet/cavium/liquidio/octeon_nic.c,conditional,1
linux/drivers/net/ethernet/cavium/liquidio/octeon_mem_ops.c,omitted-curly-braces,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_hw.h,omitted-curly-braces,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_cle.c,conditional,1
linux/drivers/tty/serial/ucc_uart.c,conditional,1
linux/drivers/net/can/slcan.c,logic-as-control-flow,1
linux/drivers/net/can/usb/kvaser_usb.c,pre-increment,1
linux/drivers/net/can/usb/kvaser_usb.c,assignment-as-value,1
linux/drivers/net/can/usb/gs_usb.c,conditional,1
linux/drivers/net/can/usb/esd_usb2.c,conditional,1
linux/drivers/tty/serial/sa1100.c,comma-operator,1
linux/drivers/tty/serial/sa1100.c,implicit-predicate,1
linux/drivers/tty/serial/sa1100.c,post-increment,1
linux/drivers/net/can/sun4i_can.c,assignment-as-value,1
linux/drivers/net/can/spi/hi311x.c,assignment-as-value,1
linux/drivers/net/can/softing/softing_main.c,assignment-as-value,1
linux/drivers/tty/serial/samsung.c,post-increment,1
linux/drivers/net/can/softing/softing_fw.c,comma-operator,1
linux/drivers/net/can/softing/softing_cs.c,post-increment,1
linux/drivers/net/can/slcan.c,repurposed-variable,1
linux/drivers/net/can/slcan.c,conditional,1
linux/drivers/tty/serial/mxs-auart.c,pre-increment,1
linux/drivers/net/can/sja1000/tscan1.c,operator-precedence,1
linux/drivers/net/can/sja1000/plx_pci.c,preprocessor-in-statement,1
linux/drivers/net/can/sja1000/peak_pci.c,comma-operator,1
linux/drivers/net/can/sja1000/ems_pcmcia.c,assignment-as-value,1
linux/drivers/tty/serial/sccnxp.c,type-conversion,1
linux/drivers/net/can/rx-offload.c,logic-as-control-flow,1
linux/drivers/net/can/peak_canfd/peak_pciefd_main.c,pre-increment,1
linux/drivers/net/can/peak_canfd/peak_canfd.c,repurposed-variable,1
linux/drivers/tty/serial/serial-tegra.c,repurposed-variable,1
linux/drivers/tty/serial/serial_core.c,assignment-as-value,1
linux/drivers/net/can/mscan/mpc5xxx_can.c,implicit-predicate,1
linux/drivers/net/can/mscan/mpc5xxx_can.c,conditional,1
linux/drivers/net/can/m_can/m_can.c,pre-increment,1
linux/drivers/net/can/ifi_canfd/ifi_canfd.c,repurposed-variable,1
linux/drivers/tty/serial/pxa.c,pre-increment,1
linux/drivers/tty/serial/pxa.c,post-increment,1
linux/drivers/net/can/usb/peak_usb/pcan_usb.c,post-increment,1
linux/drivers/tty/serial/pxa.c,logic-as-control-flow,1
linux/drivers/net/dsa/mv88e6xxx/global1_atu.c,repurposed-variable,1
linux/drivers/net/dsa/mv88e6xxx/global1_atu.c,comma-operator,1
linux/drivers/tty/serial/omap-serial.c,logic-as-control-flow,1
linux/drivers/net/dsa/mv88e6xxx/chip.c,post-increment,1
linux/drivers/net/dsa/mv88e6060.c,operator-precedence,1
linux/drivers/tty/serial/omap-serial.c,post-increment,1
linux/drivers/tty/serial/omap-serial.c,pre-increment,1
linux/drivers/net/dsa/mt7530.c,pre-increment,1
linux/drivers/net/dsa/mt7530.c,implicit-predicate,1
linux/drivers/net/dsa/microchip/ksz_spi.c,operator-precedence,1
linux/drivers/net/dsa/microchip/ksz_spi.c,implicit-predicate,1
linux/drivers/tty/serial/pch_uart.c,assignment-as-value,1
linux/drivers/tty/serial/pch_uart.c,conditional,1
linux/drivers/net/dsa/bcm_sf2_cfp.c,literal-encoding,1
linux/drivers/net/dsa/b53/b53_spi.c,operator-precedence,1
linux/drivers/net/dsa/b53/b53_mmap.c,operator-precedence,1
linux/drivers/net/dsa/b53/b53_common.c,repurposed-variable,1
linux/drivers/net/dsa/b53/b53_common.c,conditional,1
linux/drivers/net/can/xilinx_can.c,repurposed-variable,1
linux/drivers/net/can/usb/peak_usb/pcan_usb_pro.c,assignment-as-value,1
linux/drivers/tty/serial/pmac_zilog.h,implicit-predicate,1
linux/drivers/net/can/usb/peak_usb/pcan_usb_fd.c,type-conversion,1
linux/drivers/tty/serial/pnx8xxx_uart.c,comma-operator,1
linux/drivers/net/can/usb/peak_usb/pcan_usb_fd.c,repurposed-variable,1
linux/drivers/tty/serial/pnx8xxx_uart.c,implicit-predicate,1
linux/drivers/net/can/usb/peak_usb/pcan_usb_fd.c,comma-operator,1
linux/drivers/net/can/usb/peak_usb/pcan_usb_core.c,repurposed-variable,1
linux/drivers/tty/serial/pxa.c,conditional,1
linux/drivers/net/can/usb/peak_usb/pcan_usb_core.c,conditional,1
linux/drivers/tty/serial/serial_mctrl_gpio.c,implicit-predicate,1
linux/drivers/net/can/ifi_canfd/ifi_canfd.c,conditional,1
linux/drivers/net/can/grcan.c,type-conversion,1
linux/drivers/tty/serial/sprd_serial.c,pre-increment,1
linux/drivers/net/bonding/bond_alb.c,conditional,1
linux/drivers/net/arcnet/rfc1201.c,post-increment,1
linux/drivers/tty/serial/stm32-usart.c,conditional,1
linux/drivers/tty/serial/stm32-usart.c,post-increment,1
linux/drivers/net/arcnet/com20020_cs.c,implicit-predicate,1
linux/drivers/net/arcnet/com20020_cs.c,assignment-as-value,1
linux/drivers/net/arcnet/com20020.c,implicit-predicate,1
linux/drivers/net/arcnet/com20020.c,conditional,1
linux/drivers/net/arcnet/com20020-pci.c,conditional,1
linux/drivers/net/arcnet/arcnet.c,pre-increment,1
linux/drivers/net/arcnet/arc-rimi.c,implicit-predicate,1
linux/drivers/net/appletalk/ltpc.c,post-increment,1
linux/drivers/tty/serial/sunsu.c,logic-as-control-flow,1
linux/drivers/net/appletalk/cops.c,repurposed-variable,1
linux/drivers/tty/serial/sunsu.c,post-increment,1
linux/drivers/tty/serial/sunsu.c,pre-increment,1
linux/drivers/mux/adg792a.c,operator-precedence,1
linux/drivers/tty/serial/sunzilog.c,conditional,1
linux/drivers/mux/adg792a.c,implicit-predicate,1
linux/drivers/mux/adg792a.c,conditional,1
linux/drivers/mtd/ubi/wl.c,repurposed-variable,1
linux/drivers/tty/serial/sunzilog.c,pre-increment,1
linux/drivers/mtd/ubi/wl.c,conditional,1
linux/drivers/mtd/ubi/vtbl.c,logic-as-control-flow,1
linux/drivers/mtd/ubi/upd.c,repurposed-variable,1
linux/drivers/mtd/ubi/misc.c,repurposed-variable,1
linux/drivers/mtd/ubi/misc.c,implicit-predicate,1
linux/drivers/mtd/ubi/fastmap.c,post-increment,1
linux/drivers/mtd/ubi/fastmap.c,assignment-as-value,1
linux/drivers/tty/serial/st-asc.c,assignment-as-value,1
linux/drivers/net/bonding/bond_alb.c,logic-as-control-flow,1
linux/drivers/tty/serial/serial_txx9.c,comma-operator,1
linux/drivers/net/bonding/bond_alb.c,pre-increment,1
linux/drivers/net/can/flexcan.c,assignment-as-value,1
linux/drivers/net/can/c_can/c_can_platform.c,repurposed-variable,1
linux/drivers/net/can/c_can/c_can_platform.c,omitted-curly-braces,1
linux/drivers/net/can/c_can/c_can_platform.c,implicit-predicate,1
linux/drivers/tty/serial/serial_txx9.c,repurposed-variable,1
linux/drivers/tty/serial/serial_txx9.c,type-conversion,1
linux/drivers/tty/serial/sh-sci.c,assignment-as-value,1
linux/drivers/tty/serial/sh-sci.c,comma-operator,1
linux/drivers/net/can/c_can/c_can.c,post-increment,1
linux/drivers/net/can/at91_can.c,repurposed-variable,1
linux/drivers/tty/serial/sh-sci.c,post-increment,1
linux/drivers/net/can/at91_can.c,pre-increment,1
linux/drivers/net/can/at91_can.c,comma-operator,1
linux/drivers/tty/serial/sh-sci.c,type-conversion,1
linux/drivers/net/can/at91_can.c,assignment-as-value,1
linux/drivers/net/caif/caif_virtio.c,assignment-as-value,1
linux/drivers/net/caif/caif_spi.c,implicit-predicate,1
linux/drivers/net/caif/caif_serial.c,implicit-predicate,1
linux/drivers/net/caif/caif_serial.c,assignment-as-value,1
linux/drivers/tty/serial/sirfsoc_uart.c,repurposed-variable,1
linux/drivers/tty/serial/sn_console.c,assignment-as-value,1
linux/drivers/tty/serial/sn_console.c,comma-operator,1
linux/drivers/net/bonding/bond_procfs.c,implicit-predicate,1
linux/drivers/net/bonding/bond_options.c,pre-increment,1
linux/drivers/net/bonding/bond_options.c,conditional,1
linux/drivers/net/bonding/bond_netlink.c,conditional,1
linux/drivers/tty/serial/sn_console.c,repurposed-variable,1
linux/drivers/tty/serial/sprd_serial.c,logic-as-control-flow,1
linux/drivers/net/bonding/bond_main.c,comma-operator,1
linux/drivers/net/dsa/mv88e6xxx/global2.c,conditional,1
linux/drivers/net/dsa/qca8k.c,post-increment,1
linux/drivers/net/ethernet/apm/xgene/xgene_enet_cle.c,comma-operator,1
linux/drivers/tty/serial/ioc3_serial.c,logic-as-control-flow,1
linux/drivers/net/ethernet/amd/sun3lance.c,pre-increment,1
linux/drivers/net/ethernet/amd/sun3lance.c,literal-encoding,1
linux/drivers/net/ethernet/amd/pcnet32.c,logic-as-control-flow,1
linux/drivers/tty/serial/icom.c,post-increment,1
linux/drivers/net/ethernet/amd/nmclan_cs.c,repurposed-variable,1
linux/drivers/net/ethernet/amd/nmclan_cs.c,post-increment,1
linux/drivers/net/ethernet/amd/ni65.c,pre-increment,1
linux/drivers/tty/serial/imx.c,comma-operator,1
linux/drivers/net/ethernet/amd/mvme147.c,omitted-curly-braces,1
linux/drivers/net/ethernet/amd/mvme147.c,implicit-predicate,1
linux/drivers/net/ethernet/amd/lance.c,post-increment,1
linux/drivers/net/ethernet/amd/lance.c,logic-as-control-flow,1
linux/drivers/tty/serial/ioc3_serial.c,comma-operator,1
linux/drivers/net/ethernet/amd/declance.c,logic-as-control-flow,1
linux/drivers/net/ethernet/amd/au1000_eth.c,assignment-as-value,1
linux/drivers/tty/serial/mxs-auart.c,logic-as-control-flow,1
linux/drivers/net/ethernet/amd/atarilance.c,repurposed-variable,1
linux/drivers/net/ethernet/amd/atarilance.c,preprocessor-in-statement,1
linux/drivers/tty/serial/ioc4_serial.c,comma-operator,1
linux/drivers/net/ethernet/amd/atarilance.c,logic-as-control-flow,1
linux/drivers/net/ethernet/amd/ariadne.c,repurposed-variable,1
linux/drivers/tty/serial/ioc4_serial.c,pre-increment,1
linux/drivers/net/ethernet/amd/ariadne.c,logic-as-control-flow,1
linux/drivers/net/ethernet/amd/ariadne.c,conditional,1
linux/drivers/net/ethernet/amd/amd8111e.c,post-increment,1
linux/drivers/net/ethernet/amd/am79c961a.c,pre-increment,1
linux/drivers/net/ethernet/amd/a2065.c,conditional,1
linux/drivers/net/ethernet/amazon/ena/ena_netdev.c,repurposed-variable,1
linux/drivers/net/ethernet/amazon/ena/ena_netdev.c,pre-increment,1
linux/drivers/tty/serial/jsm/jsm_driver.c,post-increment,1
linux/drivers/net/ethernet/amd/sunlance.c,conditional,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-desc.c,post-increment,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-desc.c,repurposed-variable,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-dev.c,repurposed-variable,1
linux/drivers/net/ethernet/apm/xgene-v2/mdio.c,implicit-predicate,1
linux/drivers/tty/serial/cpm_uart/cpm_uart_core.c,preprocessor-in-statement,1
linux/drivers/tty/serial/cpm_uart/cpm_uart_cpm1.c,implicit-predicate,1
linux/drivers/tty/serial/cpm_uart/cpm_uart_cpm1.c,omitted-curly-braces,1
linux/drivers/tty/serial/cpm_uart/cpm_uart_cpm2.c,implicit-predicate,1
linux/drivers/tty/serial/cpm_uart/cpm_uart_cpm2.c,omitted-curly-braces,1
linux/drivers/net/ethernet/apm/xgene-v2/enet.c,post-increment,1
linux/drivers/net/ethernet/apm/xgene-v2/enet.c,operator-precedence,1
linux/drivers/net/ethernet/apm/xgene-v2/enet.c,logic-as-control-flow,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-ptp.c,repurposed-variable,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-ptp.c,omitted-curly-braces,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-ptp.c,implicit-predicate,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-ptp.c,conditional,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-platform.c,comma-operator,1
linux/drivers/tty/serial/dz.c,assignment-as-value,1
linux/drivers/tty/serial/dz.c,conditional,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-phy-v2.c,repurposed-variable,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-phy-v2.c,comma-operator,1
linux/drivers/tty/serial/earlycon-arm-semihost.c,operator-precedence,1
linux/drivers/tty/serial/efm32-uart.c,conditional,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-phy-v1.c,pre-increment,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-phy-v1.c,post-increment,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-phy-v1.c,logic-as-control-flow,1
linux/drivers/tty/serial/etraxfs-uart.c,assignment-as-value,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-i2c.c,conditional,1
linux/drivers/tty/serial/etraxfs-uart.c,logic-as-control-flow,1
linux/drivers/net/ethernet/amd/xgbe/xgbe-drv.c,comma-operator,1
linux/drivers/tty/serial/etraxfs-uart.c,post-increment,1
linux/drivers/tty/serial/etraxfs-uart.c,pre-increment,1
linux/drivers/net/ethernet/amazon/ena/ena_eth_com.h,operator-precedence,1
linux/drivers/tty/serial/jsm/jsm_neo.c,conditional,1
linux/drivers/net/ethernet/amazon/ena/ena_eth_com.h,omitted-curly-braces,1
linux/drivers/net/ethernet/8390/ne.c,repurposed-variable,1
linux/drivers/tty/serial/men_z135_uart.c,conditional,1
linux/drivers/net/ethernet/8390/ne.c,implicit-predicate,1
linux/drivers/net/ethernet/8390/mcf8390.c,repurposed-variable,1
linux/drivers/tty/serial/men_z135_uart.c,post-increment,1
linux/drivers/net/ethernet/8390/lib8390.c,post-increment,1
linux/drivers/net/ethernet/8390/hydra.c,assignment-as-value,1
linux/drivers/net/ethernet/8390/axnet_cs.c,repurposed-variable,1
linux/drivers/tty/serial/mpc52xx_uart.c,pre-increment,1
linux/drivers/net/ethernet/8390/axnet_cs.c,post-increment,1
linux/drivers/net/ethernet/8390/axnet_cs.c,logic-as-control-flow,1
